id,local,age,employed,home_x,home_y,work_start,work_dur,work_part,education_start,education_dur,education_part,leisure_start,leisure_dur,leisure_part,shop_start,shop_dur,shop_part,work_id,work_x,work_y
6458719,Avenches,55,True,2571081,1191892,55,26,1,112,12,0,96,25,0,53,3,1,78969,2575280,1197197
6627384,Avenches,51,False,2569685,1192500,42,56,0,0,0,0,57,25,1,58,8,0,318559,2538666,1152122
6458961,Avenches,63,True,2569719,1192663,43,9,1,107,7,0,128,0,0,55,2,0,295297,2538090,1158690
6682191,Avenches,23,False,2570493,1191642,42,51,0,52,52,1,110,32,1,110,2,0,242304,2528648,1162584
6326418,Avenches,78,False,2569960,1192312,82,2,0,58,8,0,62,6,1,80,2,1,197337,2561932,1185712
6682446,Avenches,43,False,2569555,1191730,42,56,0,0,0,0,86,2,0,58,5,0,376633,2578738,1184046
6326560,Avenches,46,True,2569641,1192117,54,32,1,96,30,0,66,16,0,110,5,1,455130,2552044,1182508
6682846,Avenches,10,False,2569596,1192152,0,0,0,48,28,1,70,4,0,87,1,0,231916,2570248,1192993
6682097,Avenches,62,True,2569734,1192596,39,2,1,56,30,0,122,19,1,80,2,0,89848,2575808,1190567
6326714,Avenches,51,True,2569618,1192519,84,10,1,104,48,0,68,13,0,82,1,0,159042,2562054,1186533
6682613,Avenches,49,True,2569421,1192313,44,8,0,110,8,0,114,28,1,71,3,0,248172,2596750,1198215
6627046,Avenches,41,True,2569811,1191813,74,70,1,96,8,0,108,0,0,97,2,0,125922,2569860,1192347
6980081,Avenches,20,True,2569965,1192552,44,63,0,78,11,0,105,1,0,97,0,0,377787,2528642,1162483
6682969,Avenches,25,False,2569911,1191936,42,12,0,74,16,1,133,20,1,122,2,1,382537,2569734,1192310
6682900,Avenches,10,False,2569740,1192274,0,0,0,48,21,1,103,20,0,114,1,0,101932,2577972,1194723
6434750,Avenches,20,True,2569582,1191885,65,32,1,104,16,0,117,0,1,46,2,1,376733,2569996,1192407
6682912,Avenches,50,True,2569592,1192838,84,22,0,56,23,0,99,25,1,60,2,0,128376,2569912,1192410
6681890,Avenches,60,True,2569580,1192078,44,26,0,108,3,0,144,14,0,64,2,0,382576,2570980,1191815
6611522,Avenches,26,True,2569544,1191859,91,32,0,43,22,0,87,14,0,106,4,0,461985,2569626,1192177
6681994,Avenches,42,False,2569685,1192500,42,56,0,0,0,0,86,14,0,60,2,1,105296,2570476,1193703
6998360,Avenches,20,True,2569554,1192039,105,69,1,46,48,0,72,18,0,59,1,0,129329,2569634,1191878
6682861,Avenches,87,False,2569292,1191938,65,14,0,58,3,0,83,8,0,68,6,0,335019,2571140,1199357
6427280,Avenches,46,True,2569797,1191857,79,20,1,110,3,0,110,16,0,84,1,0,305262,2577012,1183419
6459343,Avenches,37,True,2569815,1191950,93,14,1,104,12,0,117,6,0,72,3,0,134987,2567880,1191500
6682670,Avenches,20,True,2569487,1192467,42,30,0,104,11,0,102,3,0,70,6,0,193649,2603478,1198407
6682065,Avenches,26,True,2569967,1191747,40,29,0,117,11,0,118,8,0,105,2,0,292869,2577036,1183660
6682625,Avenches,31,True,2569878,1192610,44,61,1,78,34,0,76,8,0,108,4,0,231916,2570248,1192993
6459232,Avenches,79,True,2570662,1194802,52,0,0,0,0,0,108,5,0,96,0,0,39341,2562004,1186149
6458785,Avenches,66,False,2569409,1192261,84,6,0,65,8,0,62,8,1,56,1,0,129466,2568386,1196106
7085267,Avenches,56,True,2569719,1192663,42,24,0,72,8,0,94,7,0,66,2,1,449648,2569834,1192143
6682556,Avenches,55,True,2569845,1192690,40,65,1,110,10,0,124,6,0,64,4,0,105296,2570476,1193703
6682003,Avenches,38,True,2569701,1192173,51,24,1,110,23,0,122,0,1,102,1,1,366729,2561514,1187205
7106138,Avenches,6,False,2569526,1191620,0,0,0,80,45,1,102,25,1,67,2,0,292781,2575198,1196835
6656485,Avenches,39,True,2569911,1193104,57,32,1,110,10,0,72,14,1,108,0,1,23087,2571458,1189133
7047114,Avenches,48,True,2569392,1189322,54,38,1,108,23,0,68,1,0,92,3,0,382537,2569734,1192310
6976226,Avenches,42,True,2569971,1192549,78,28,0,110,12,0,96,18,0,114,4,1,279827,2575542,1197498
7097933,Avenches,46,True,2569873,1192510,104,10,1,50,12,0,108,18,0,102,1,0,125922,2569860,1192347
6639562,Avenches,82,False,2569058,1191968,64,6,0,93,48,0,51,7,1,56,4,0,99104,2581168,1189001
6326348,Avenches,81,False,2570023,1192359,94,6,0,60,4,0,116,15,0,92,1,0,221795,2575432,1184652
6681724,Avenches,10,False,2570935,1191814,0,0,0,78,30,1,78,8,1,102,0,0,461985,2569626,1192177
6326583,Avenches,65,False,2569666,1192548,42,56,0,0,0,0,66,12,1,52,2,1,104634,2602080,1199660
6326571,Avenches,29,True,2569610,1191810,42,69,1,106,16,0,57,8,1,52,5,1,148735,2575956,1201419
7085517,Avenches,54,True,2569592,1189323,32,4,1,56,30,0,100,21,0,108,3,0,254914,2573998,1188884
6682229,Avenches,42,True,2569798,1192109,116,38,1,72,12,0,110,1,0,114,1,0,49305,2567968,1192947
6682664,Avenches,15,False,2569852,1192641,0,0,0,52,15,0,86,42,1,87,0,0,92659,2569666,1192548
6682529,Avenches,35,True,2569592,1192838,52,59,1,48,41,0,109,4,0,69,17,0,92908,2683906,1252118
6682255,Avenches,53,True,2569542,1192206,80,56,0,110,30,0,106,3,0,66,17,0,128376,2569912,1192410
6682411,Avenches,19,True,2569719,1192663,48,53,1,82,44,0,71,0,1,114,2,0,124791,2566646,1222192
7027427,Avenches,32,True,2569503,1191818,43,10,0,76,14,0,107,7,1,119,4,0,129466,2568386,1196106
6681759,Avenches,40,True,2569595,1191749,79,22,1,104,48,0,120,18,0,56,3,0,93125,2569534,1192500
6682955,Avenches,55,True,2569505,1192167,34,4,1,50,3,0,91,32,0,86,3,0,167989,2574988,1196238
6627779,Avenches,51,False,2569377,1189379,42,56,0,0,0,0,77,13,0,84,14,0,379898,2561520,1185379
7020201,Avenches,39,True,2569789,1192631,36,26,1,112,12,0,89,17,1,66,1,0,97970,2538028,1154676
6458821,Avenches,47,True,2569505,1192167,76,61,0,110,8,0,70,12,0,56,8,0,92659,2569666,1192548
6682082,Avenches,19,True,2569436,1189222,40,43,1,72,34,0,135,4,0,48,3,1,89840,2575808,1190567
6682735,Avenches,54,True,2569415,1191810,66,56,0,56,23,0,70,8,1,44,1,1,105296,2570476,1193703
6978010,Avenches,1,False,2571133,1191974,0,0,0,44,29,0,98,6,0,56,1,0,354425,2538472,1152450
6326405,Avenches,78,False,2569677,1192225,85,6,0,58,8,0,78,6,0,45,1,0,374136,2528950,1185926
6326545,Avenches,58,True,2569701,1192571,70,28,1,104,18,0,111,2,1,80,6,0,552836,2565700,1194989
6681872,Avenches,46,False,2569342,1192193,42,56,0,0,0,0,72,6,0,78,3,0,22082,2602444,1202664
6458906,Avenches,59,False,2570891,1191856,42,56,0,0,0,0,66,4,0,62,3,0,99419,2561770,1185675
6326311,Avenches,54,False,2569548,1192035,42,56,0,0,0,0,86,4,1,84,0,1,22082,2602444,1202664
6682011,Avenches,12,False,2569200,1192170,0,0,0,51,36,0,90,3,0,102,2,0,318692,2600210,1197368
6458777,Avenches,84,False,2569634,1191878,84,2,0,58,4,0,72,34,1,60,4,1,83189,2571184,1191542
6682569,Avenches,17,True,2569592,1192838,0,0,1,44,17,0,85,24,0,112,2,0,12433,2538368,1181287
6458687,Avenches,62,True,2569751,1192163,77,24,1,103,30,0,84,8,0,102,3,1,32034,2562538,1185453
7102793,Avenches,19,True,2570010,1192646,81,56,1,76,41,0,110,12,0,71,0,0,92659,2569666,1192548
6459227,Avenches,78,False,2569549,1192391,82,2,0,60,3,0,40,30,0,47,10,0,375045,2567904,1192932
6682701,Avenches,38,True,2570010,1192646,49,68,0,96,7,0,79,12,0,119,2,0,293989,2570342,1194391
6612290,Avenches,84,False,2569465,1192443,65,2,0,93,3,0,118,17,0,88,2,0,304,2561576,1186990
6459346,Avenches,59,True,2569128,1192011,46,54,1,56,18,0,103,12,0,104,0,0,440724,2569776,1193237
6326627,Avenches,43,True,2569747,1192105,52,1,0,110,6,0,89,3,1,62,1,0,461985,2569626,1192177
6939072,Avenches,29,True,2569880,1191477,41,22,1,51,44,0,72,8,0,97,2,0,105296,2570476,1193703
6623684,Avenches,38,True,2569682,1192102,46,0,1,110,6,0,110,34,1,114,21,0,12429,2538728,1181122
7109278,Avenches,47,True,2570010,1192712,46,12,0,56,8,0,71,3,0,70,6,0,377321,2559284,1204351
6627778,Avenches,48,True,2569377,1189379,45,10,1,118,12,0,116,5,1,56,2,0,231916,2570248,1192993
6326761,Avenches,40,True,2569526,1192165,48,24,1,118,6,0,128,6,0,66,2,1,105296,2570476,1193703
6326590,Avenches,66,False,2571443,1191768,85,3,1,58,8,0,61,7,0,82,0,0,125922,2569860,1192347
6459237,Avenches,33,True,2570906,1191794,80,61,1,77,44,0,121,4,0,65,3,0,105296,2570476,1193703
6681658,Avenches,21,False,2569503,1192347,96,51,0,46,24,0,71,13,0,112,2,0,391379,2569668,1192151
6978196,Avenches,32,True,2569570,1192136,77,14,0,78,12,0,108,12,1,69,2,1,89840,2575808,1190567
6970264,Avenches,38,True,2569644,1192071,74,8,1,118,8,0,100,0,0,70,2,0,22082,2602444,1202664
6682164,Avenches,4,False,2569513,1191714,0,0,0,46,21,0,84,18,0,65,0,0,318692,2600210,1197368
7055755,Avenches,8,False,2569709,1192014,0,0,0,80,25,0,103,56,1,99,0,0,118465,2539480,1179750
6624158,Avenches,73,False,2569089,1192067,94,6,0,60,4,0,82,13,0,72,1,0,356404,2569138,1192268
6433153,Avenches,40,True,2569526,1192165,50,32,0,96,8,0,75,10,0,110,2,0,375697,2569734,1192310
7124740,Avenches,42,True,2569124,1191954,54,78,1,118,10,0,72,8,1,79,6,0,100103,2556606,1175701
6326318,Avenches,80,False,2569982,1192679,82,6,0,65,8,0,56,0,0,68,3,0,440724,2569776,1193237
6682023,Avenches,40,True,2569735,1192554,28,16,0,112,6,0,113,3,1,102,2,0,248786,2561682,1185694
6661904,Avenches,41,True,2568962,1189258,76,25,1,104,12,0,95,28,1,92,4,0,291770,2574398,1185668
6944234,Avenches,1,False,2569510,1191874,0,0,0,48,16,0,82,6,0,78,0,0,4636,2596580,1198560
6612089,Avenches,30,True,2569269,1189637,46,52,1,48,29,0,111,22,0,53,1,0,167989,2574988,1196238
6681950,Avenches,12,False,2569773,1191898,0,0,0,48,22,1,74,5,1,66,6,0,105296,2570476,1193703
6458783,Avenches,32,True,2569630,1192120,52,24,0,52,34,0,75,16,0,86,0,0,368950,2570686,1186758
6945026,Avenches,52,False,2570010,1192646,42,56,0,0,0,0,66,9,0,62,2,1,303206,2568244,1196341
6682759,Avenches,52,True,2569768,1192553,40,1,1,50,7,0,109,14,0,115,1,0,105296,2570476,1193703
6682568,Avenches,40,True,2569592,1192838,48,17,0,110,48,0,114,28,0,102,2,0,13563,2539480,1179750
6682231,Avenches,10,False,2569798,1192109,0,0,0,78,12,0,100,4,0,96,0,0,292869,2577036,1183660
6940247,Avenches,35,True,2569598,1192208,38,38,1,58,26,0,82,65,1,110,3,0,293989,2570342,1194391
6326732,Avenches,51,False,2569839,1191637,42,56,0,0,0,0,70,10,0,62,3,0,305262,2577012,1183419
6326765,Avenches,68,False,2569630,1192120,64,14,0,60,8,0,78,3,0,96,2,0,374473,2561514,1187205
6447554,Avenches,65,False,2569258,1191440,42,56,0,0,0,0,103,4,0,50,2,0,32472,2567250,1191438
6458958,Avenches,40,True,2569619,1192221,54,48,0,110,12,1,110,5,1,109,4,1,377787,2528642,1162483
6458892,Avenches,43,False,2569535,1192028,42,56,0,0,0,0,91,26,0,84,4,1,248172,2596750,1198215
6681924,Avenches,45,True,2569740,1192274,48,32,0,110,7,0,68,8,1,96,8,1,125922,2569860,1192347
7043364,Avenches,32,False,2571195,1191519,96,12,0,47,48,0,106,3,0,99,4,1,142150,2561846,1185546
7034711,Avenches,9,False,2569592,1192838,0,0,0,42,32,1,73,20,1,112,0,0,374429,2538570,1152483
6612336,Avenches,48,True,2569747,1192105,102,49,1,110,0,0,102,6,0,105,4,1,83189,2571184,1191542
6979999,Avenches,2,False,2569510,1191874,0,0,0,83,26,0,70,8,0,97,2,0,201377,2562132,1185216
6326314,Avenches,63,True,2569852,1192641,36,50,0,110,18,0,110,6,0,108,2,0,37749,2568320,1196394
6955827,Avenches,21,False,2569570,1192037,48,12,0,77,6,1,94,9,0,90,2,0,338230,2573142,1185384
6458943,Avenches,74,False,2569537,1192298,85,14,0,65,48,0,96,10,0,70,2,0,376099,2578968,1183968
6459130,Avenches,61,True,2569815,1192662,43,62,1,103,12,0,112,36,0,62,0,0,83659,2537706,1155180
6326568,Avenches,86,False,2569097,1192047,94,14,0,60,4,0,58,15,1,61,2,0,105296,2570476,1193703
6326562,Avenches,79,False,2570010,1192712,94,2,0,65,48,1,54,0,1,90,1,1,52700,2568710,1197239
6646547,Avenches,36,False,2569870,1192148,42,56,0,0,0,0,102,0,0,48,8,0,19614,2537982,1151494
6682803,Avenches,8,False,2569228,1191923,0,0,0,80,22,1,78,5,1,56,4,0,375577,2568016,1191675
6682012,Avenches,2,False,2569200,1192170,0,0,0,76,10,0,113,24,0,98,2,0,362802,2601030,1199618
6682918,Avenches,45,False,2569058,1191968,42,56,0,0,0,0,85,21,0,56,2,0,922,2577970,1181612
6682206,Avenches,18,False,2569878,1192610,0,0,0,42,26,1,71,22,0,118,0,0,39341,2562004,1186149
7079475,Avenches,50,True,2569613,1192052,74,28,1,110,6,0,75,6,1,106,2,0,407866,2575456,1197570
6682839,Avenches,48,True,2569392,1189322,78,22,1,104,48,0,70,1,0,120,1,0,293989,2570342,1194391
6682484,Avenches,37,True,2569396,1192189,40,10,0,110,0,0,69,4,0,74,6,0,128376,2569912,1192410
6682339,Avenches,59,False,2571400,1191323,42,56,0,0,0,0,102,0,0,58,4,1,179301,2574906,1196402
6946443,Avenches,8,False,2569685,1192500,0,0,0,48,0,0,86,25,0,62,0,0,516913,2563160,1196455
6326666,Avenches,71,False,2569392,1189322,84,2,0,60,8,0,114,12,0,58,0,0,15313,2578298,1183659
6682058,Avenches,7,False,2569967,1191747,0,0,0,80,16,0,78,4,1,92,1,0,372286,2561988,1186356
6681713,Avenches,12,False,2569618,1191710,0,0,0,47,24,0,88,16,1,105,0,0,134987,2567880,1191500
6459014,Avenches,68,False,2569033,1189198,84,3,0,60,4,0,71,4,1,60,7,1,389930,2555080,1188250
6459254,Avenches,68,False,2569661,1192135,64,14,0,60,48,0,88,34,1,87,2,1,136010,2538230,1158385
6940001,Avenches,19,True,2569768,1192553,48,21,0,106,12,0,94,10,1,78,2,0,220466,2503148,1116151
6610669,Avenches,56,True,2569081,1191922,52,68,0,110,3,0,70,2,0,72,1,1,369503,2578520,1184724
6682940,Avenches,36,True,2569349,1191505,82,68,1,118,23,0,109,24,0,44,2,0,81761,2561792,1185371
6651979,Avenches,76,False,2569544,1191859,65,14,0,59,4,0,78,6,1,66,1,1,382544,2538578,1180590
6681638,Avenches,49,True,2570010,1192712,44,10,0,107,18,0,90,4,0,108,10,0,449648,2569834,1192143
6326417,Avenches,49,True,2569480,1191837,54,18,0,104,48,0,112,16,1,100,4,1,105296,2570476,1193703
6458925,Avenches,24,True,2571232,1191957,54,30,1,78,26,0,84,0,0,49,0,0,175227,2500190,1116472
6936588,Avenches,2,False,2569128,1192011,0,0,0,84,30,0,68,36,0,102,2,0,100455,2532066,1157564
6459162,Avenches,63,False,2569919,1192554,42,56,0,0,0,0,82,0,0,84,10,0,124791,2566646,1222192
6326397,Avenches,30,True,2569601,1192090,94,28,1,119,30,0,95,6,0,55,2,0,376103,2579024,1183823
6990166,Avenches,23,True,2569081,1191922,98,19,1,46,16,0,89,3,1,112,4,1,490470,2568320,1196517
6959505,Avenches,42,True,2570775,1191645,88,38,1,104,23,0,70,4,0,48,6,0,89848,2575808,1190567
6437200,Avenches,27,True,2569835,1192218,65,63,1,68,22,0,74,0,1,104,0,0,456423,2569712,1191966
6682051,Avenches,50,True,2569982,1192679,82,82,1,96,6,0,64,12,0,93,1,0,202950,2568958,1191930
6954521,Avenches,51,True,2569460,1192677,78,58,1,108,12,0,90,13,1,79,3,0,375577,2568016,1191675
7113203,Avenches,49,True,2569987,1192752,47,4,1,103,12,0,122,16,0,71,2,1,172451,2574986,1196413
6326589,Avenches,46,True,2569797,1191857,40,26,1,104,12,0,85,3,0,49,2,0,113128,2538482,1152325
6458763,Avenches,75,False,2569634,1192017,65,14,0,93,4,0,94,12,0,54,0,0,368950,2570686,1186758
6682724,Avenches,12,False,2569803,1191817,0,0,0,48,23,1,42,4,0,102,0,0,197340,2562156,1186268
7019981,Avenches,20,True,2569714,1191823,42,56,1,50,11,0,102,21,1,112,6,0,128373,2569666,1192548
6459025,Avenches,89,False,2570066,1192771,82,3,0,93,4,0,116,16,0,52,1,1,121788,2538902,1152038
6978195,Avenches,10,False,2569570,1192136,0,0,0,78,26,0,79,11,0,102,4,0,509509,2570324,1194926
6459035,Avenches,59,True,2569805,1192056,56,32,1,110,0,0,61,5,0,58,0,0,83659,2537706,1155180
7047683,Avenches,10,False,2569480,1191837,0,0,0,48,21,1,101,9,0,91,0,0,128372,2569872,1192805
6326672,Avenches,37,True,2569878,1192664,42,24,1,118,0,0,84,20,0,81,2,0,368942,2561514,1187205
6326353,Avenches,65,False,2569544,1191859,42,56,0,0,0,0,103,8,1,110,16,1,115632,2575880,1197457
6326536,Avenches,61,False,2569554,1192039,42,56,0,0,0,0,72,4,1,80,12,0,100455,2532066,1157564
6986416,Avenches,60,True,2571114,1191511,43,5,1,72,8,0,116,6,0,83,4,0,254916,2573372,1189359
6458913,Avenches,46,True,2569852,1191769,42,12,1,108,8,0,99,22,1,94,8,0,361235,2598784,1200127
6326365,Avenches,28,True,2569557,1192054,33,28,1,50,41,0,116,13,1,108,6,0,89848,2575808,1190567
6987214,Avenches,49,True,2569559,1192656,54,24,1,110,12,0,102,12,0,52,2,1,32472,2567250,1191438
6954437,Avenches,20,True,2569447,1192336,46,28,1,62,22,0,104,16,0,100,4,0,235503,2569048,1192201
6682088,Avenches,39,True,2569551,1191842,50,5,1,108,12,0,109,16,0,104,10,0,52221,2571884,1189028
6929252,Avenches,16,False,2569068,1191947,0,0,0,50,24,1,66,10,1,70,4,0,30240,2595520,1197709
6459004,Avenches,73,False,2569685,1192500,94,3,0,93,8,0,118,0,1,68,2,0,376099,2578968,1183968
6661911,Avenches,2,False,2568962,1189265,0,0,0,80,28,0,58,10,0,98,1,0,81506,2528794,1163499
6681651,Avenches,40,True,2569464,1189181,38,15,0,56,30,0,72,24,0,62,0,1,313980,2562008,1184975
6953098,Avenches,40,False,2569415,1191993,42,56,0,0,0,0,64,0,0,61,6,0,113825,2575054,1195844
6682406,Avenches,60,True,2569597,1191700,78,34,1,110,12,0,68,17,0,72,7,0,250864,2565772,1194713
6982505,Avenches,56,True,2569304,1189383,52,57,1,50,12,0,60,13,0,64,2,0,197340,2562156,1186268
7084466,Avenches,38,False,2569227,1192216,42,56,0,0,0,0,120,23,0,98,8,1,44435,2581510,1188740
6458944,Avenches,64,True,2569975,1194714,42,62,1,108,48,0,100,4,0,92,6,0,89840,2575808,1190567
6681914,Avenches,10,False,2570927,1191833,0,0,0,45,10,1,84,21,0,112,2,0,461985,2569626,1192177
6326709,Avenches,55,False,2569206,1189725,42,56,0,0,0,0,66,12,1,64,2,0,229072,2572474,1181687
6459016,Avenches,69,False,2569610,1191810,85,2,0,65,48,0,112,54,0,64,5,1,372286,2561988,1186356
7106139,Avenches,45,True,2569526,1191620,80,66,1,107,6,0,110,16,0,48,3,0,419164,2569772,1191898
7097932,Avenches,44,True,2569873,1192510,62,14,0,56,12,0,74,8,0,67,4,1,277973,2564688,1193843
7003607,Avenches,10,False,2569740,1192197,0,0,0,80,22,0,95,6,0,103,6,0,25904,2575828,1197751
6645701,Avenches,18,False,2569870,1192148,0,0,0,80,10,0,100,6,0,118,1,0,358753,2500172,1116861
6970947,Avenches,81,False,2569244,1191854,85,3,0,59,8,0,62,6,1,96,2,0,105296,2570476,1193703
6682475,Avenches,48,True,2569514,1189272,56,12,1,110,3,0,88,10,0,114,1,1,152943,2575828,1183089
7084763,Avenches,46,True,2569575,1192235,84,58,1,103,12,0,70,79,1,55,2,0,318559,2538666,1152122
6681620,Avenches,3,False,2569903,1192184,0,0,0,78,12,0,101,10,0,98,20,0,347769,2568966,1196138
6459273,Avenches,69,False,2569862,1191675,65,6,0,65,8,0,88,19,1,82,2,1,375573,2576954,1202518
6682364,Avenches,16,True,2569740,1192197,0,0,1,42,12,0,77,6,1,96,0,0,156787,2554930,1188623
6610429,Avenches,25,True,2569903,1192184,83,52,1,78,51,0,47,14,0,97,8,1,461985,2569626,1192177
6459261,Avenches,60,True,2569534,1192500,83,27,0,108,6,0,70,6,1,78,1,0,125922,2569860,1192347
6936150,Avenches,11,False,2571093,1191431,0,0,0,47,23,1,46,6,1,70,0,0,125922,2569860,1192347
6459266,Avenches,82,False,2569058,1191968,64,14,0,60,3,0,90,9,1,102,7,1,374846,2538096,1152797
6946266,Avenches,6,False,2570010,1192712,0,0,0,48,22,1,68,7,1,66,2,0,318559,2538666,1152122
6681614,Avenches,47,True,2569878,1192610,74,3,0,112,12,0,92,9,0,57,0,1,97735,2535742,1153547
7091060,Avenches,27,True,2569610,1191810,43,17,0,104,22,0,94,14,1,49,10,0,84770,2595914,1199869
6326310,Avenches,71,False,2569570,1192136,84,14,0,93,8,0,112,0,0,56,4,1,129329,2569634,1191878
6681712,Avenches,47,True,2569618,1191710,38,52,1,110,6,0,114,6,0,106,1,1,92659,2569666,1192548
7129884,Avenches,60,True,2569894,1192527,118,4,1,50,23,0,76,2,0,84,3,0,99297,2533728,1155318
6968231,Avenches,2,False,2569852,1191769,0,0,0,42,24,0,98,13,0,104,1,0,292781,2575198,1196835
6682073,Avenches,0,False,2569789,1192631,0,0,0,43,10,0,106,0,0,81,2,0,41380,2577006,1198720
6681679,Avenches,39,True,2569959,1192459,74,76,0,56,48,0,50,27,0,64,2,0,105296,2570476,1193703
6681909,Avenches,45,True,2569959,1192459,106,4,1,118,18,0,72,6,0,68,0,0,49305,2567968,1192947
6948690,Avenches,33,False,2569878,1192610,65,12,0,53,24,0,94,0,0,64,3,1,130236,2578370,1183774
6682635,Avenches,45,True,2570914,1191888,76,52,1,56,30,0,100,16,0,91,0,1,380421,2554092,1172793
6326502,Avenches,67,False,2569962,1194745,64,14,0,60,4,0,112,0,0,50,0,0,198168,2537582,1151040
6626054,Avenches,73,False,2569627,1192576,82,14,0,93,8,0,119,0,1,90,2,1,380397,2561550,1185365
6636530,Avenches,73,False,2570064,1192642,85,6,0,59,8,0,88,0,1,92,2,0,105296,2570476,1193703
6681882,Avenches,27,True,2569613,1192052,53,18,1,74,11,0,57,2,1,48,0,0,105296,2570476,1193703
6682102,Avenches,65,False,2570712,1191658,42,56,0,0,0,0,72,24,0,68,17,1,141165,2601120,1197505
6681599,Avenches,74,False,2571007,1190254,64,14,0,65,8,0,90,6,0,62,4,0,229072,2572474,1181687
6458824,Avenches,36,True,2569605,1192097,56,64,1,50,23,0,62,10,0,115,2,0,13025,2577894,1194748
6682331,Avenches,30,False,2569586,1191756,65,7,0,49,16,0,105,14,1,74,4,0,254863,2557522,1176926
6326486,Avenches,60,False,2569505,1192312,42,56,0,0,0,0,70,16,1,75,2,1,78969,2575280,1197197
6326748,Avenches,46,True,2570010,1192646,78,26,1,110,7,0,73,6,0,49,0,1,201961,2561658,1187002
6681602,Avenches,52,True,2571007,1190254,38,30,1,96,12,0,114,9,0,81,1,0,125922,2569860,1192347
7132612,Avenches,12,False,2569628,1192209,0,0,0,80,24,0,112,10,0,61,6,1,358031,2563430,1184055
7027611,Avenches,35,True,2569641,1192117,58,28,0,50,28,0,54,7,0,111,2,1,292869,2577036,1183660
7047685,Avenches,14,False,2569480,1191837,0,0,0,86,16,1,70,84,0,80,0,0,250183,2569634,1191930
6458967,Avenches,57,True,2569548,1192035,50,32,0,104,30,0,106,7,0,72,6,0,37634,2562322,1185378
6326551,Avenches,68,False,2569878,1192610,94,2,0,58,3,0,100,4,0,68,1,1,156395,2574880,1196387
6681761,Avenches,12,False,2569592,1192838,0,0,0,51,22,0,78,4,0,77,0,0,313980,2562008,1184975
6459059,Avenches,68,False,2569487,1192374,82,6,0,59,8,0,64,18,1,56,1,1,3053,2561184,1186129
6681902,Avenches,1,False,2569913,1191871,0,0,0,46,27,0,65,6,0,96,1,0,36826,2567536,1191324
6326309,Avenches,47,True,2569377,1189379,88,56,0,104,12,0,58,4,0,63,0,0,86091,2575520,1184547
6459071,Avenches,29,True,2569256,1191911,59,68,0,50,12,0,104,8,0,62,2,0,170247,2577274,1183377
6458734,Avenches,62,True,2569926,1191495,46,7,1,110,7,0,55,11,0,62,3,0,391379,2569668,1192151
6682035,Avenches,17,True,2569878,1192664,0,0,0,78,16,1,108,18,1,81,2,1,365087,2598552,1197204
7076617,Avenches,34,True,2570923,1191739,111,28,0,78,28,0,112,25,1,67,8,0,87230,2566960,1191350
6459043,Avenches,52,True,2569650,1192521,47,24,1,104,7,0,113,8,0,106,4,0,81761,2561792,1185371
6682970,Avenches,42,True,2569042,1192359,70,94,0,110,12,0,54,4,0,74,3,0,92659,2569666,1192548
6458894,Avenches,86,False,2570010,1192712,84,3,0,65,8,0,55,32,1,58,3,0,376099,2578968,1183968
6326607,Avenches,56,True,2569755,1192213,40,34,1,112,18,0,94,8,1,64,3,0,132982,2561596,1185272
6459349,Avenches,73,True,2570596,1194770,78,10,1,0,0,0,82,7,0,84,2,1,89848,2575808,1190567
6682684,Avenches,37,True,2570103,1192497,105,3,1,107,12,0,103,12,0,88,3,0,341812,2570992,1186444
7040063,Avenches,40,True,2569797,1191857,46,58,1,118,30,0,114,4,0,59,4,0,207793,2561420,1185607
6458945,Avenches,49,True,2569975,1194714,50,26,1,104,23,0,70,12,0,66,9,0,16111,2571052,1187016
6682607,Avenches,35,True,2569822,1191583,42,30,1,50,48,0,72,4,1,57,3,0,101349,2550524,1167834
6682052,Avenches,52,True,2569982,1192679,83,20,0,110,7,0,110,12,0,127,1,1,32034,2562538,1185453
6459336,Avenches,59,True,2570066,1192771,48,16,0,110,18,0,110,1,0,94,1,0,105296,2570476,1193703
7060906,Avenches,45,False,2570034,1192490,42,56,0,0,0,0,108,6,0,55,0,0,362802,2601030,1199618
6458934,Avenches,80,False,2569575,1192235,94,14,0,60,8,0,62,4,0,49,1,0,125922,2569860,1192347
6459034,Avenches,60,True,2569805,1192056,44,12,0,110,23,0,120,6,0,56,2,1,629,2578504,1182476
6682581,Avenches,11,False,2570010,1192712,0,0,0,48,19,0,67,0,0,77,1,0,21047,2575154,1197103
6682103,Avenches,35,True,2569637,1192066,89,55,1,117,44,0,114,22,1,104,18,0,457029,2575290,1196987
7027610,Avenches,27,False,2569641,1192117,81,0,0,49,12,0,121,2,0,112,2,0,83659,2537706,1155180
7050522,Avenches,22,True,2569878,1192664,57,62,0,48,41,1,70,2,1,100,0,1,31406,2575894,1198210
6326441,Avenches,76,False,2569603,1192048,65,2,0,65,8,0,60,6,0,60,7,0,368519,2568958,1191930
6458971,Avenches,47,True,2569962,1192723,38,10,1,50,3,0,94,32,0,62,0,0,368386,2599754,1198982
6434751,Avenches,92,False,2570023,1192359,85,2,0,58,8,0,90,13,1,84,2,0,99297,2533728,1155318
6954665,Avenches,40,True,2569724,1192532,80,52,1,72,18,0,93,4,0,54,3,0,142150,2561846,1185546
6326547,Avenches,77,False,2569532,1192069,82,3,0,59,8,0,114,12,0,58,7,0,313980,2562008,1184975
